Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,xAG,xG+xAG,npxG,npxG+xAG
2452,Łukasz Skorupski,pl POL,GB,Bologna,it Serie A,32,1991,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2453,Robert Skov,dk DEN,"DF,AT",Hoffenheim,de Bundesliga,27,1996,25,14,1260,14.0,3,4,7,3,0,0,2,0,1.8,1.8,1.9,3.7,28,71,92,0.21,0.29,0.50,0.21,0.50,0.13,0.14,0.26,0.13,0.26
2454,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28,1995,24,17,1629,18.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,5,61,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2455,Naatan Skyttä,fi FIN,"MT,AT",Toulouse,fr Ligue 1,21,2002,8,0,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,1,12,12,0.00,0.00,0.00,0.00,0.00,0.40,0.44,0.84,0.36,0.81
2456,Chris Smalling,eng ENG,DF,Roma,it Serie A,33,1989,8,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,13,2,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10
2457,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28,0.00,0.08,0.08,0.00,0.08,0.00,0.05,0.06,0.00,0.06
2458,Emile Smith Rowe,eng ENG,MT,Arsenal,eng Premier League,23,2000,13,3,353,3.9,0,1,1,0,0,0,0,0,2.0,2.0,0.2,2.2,11,23,18,0.00,0.25,0.25,0.00,0.25,0.50,0.06,0.56,0.50,0.56
2459,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22,2000,11,3,347,3.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0,14,0,0.26,0.00,0.26,0.26,0.26,0.26,0.01,0.27,0.26,0.27
2460,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31,1991,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2461,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2462,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2463,Rubén Sobrino,es ESP,"MT,AT",Cádiz,es La Liga,31,1992,32,18,1646,18.3,0,1,1,0,0,0,8,1,1.8,1.8,2.3,4.1,27,34,78,0.00,0.05,0.05,0.00,0.05,0.10,0.12,0.22,0.10,0.22
2464,Andrea Sodero,it ITA,MT,Empoli,it Serie A,18,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2465,Emran Soglo,eng ENG,"MT,DF",Marseille,fr Ligue 1,18,2005,3,1,109,1.2,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.2,1,3,8,0.83,0.83,1.65,0.83,1.65,0.07,0.13,0.20,0.07,0.20
2466,Alex Sola,es ESP,"AT,MT",Alavés,es La Liga,24,1999,29,14,1262,14.0,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40,42,103,0.00,0.21,0.21,0.00,0.21,0.12,0.16,0.28,0.12,0.28
2467,Alex Sola,es ESP,"DF,MT",Real Sociedad,es La Liga,24,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2468,Dominic Solanke,eng ENG,AT,Bournemouth,eng Premier League,25,1997,38,37,3325,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3.0,20.3,52,60,184,0.51,0.08,0.60,0.46,0.54,0.53,0.08,0.61,0.47,0.55
2469,Ola Solbakken,no NOR,AT,Roma,it Serie A,24,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2470,Carlos Soler,es ESP,"MT,DF",Paris S-G,fr Ligue 1,26,1997,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15,74,59,0.17,0.17,0.33,0.17,0.33,0.12,0.20,0.32,0.12,0.32
2471,Jhon Solis,co COL,MT,Girona,es La Liga,18,2004,18,2,384,4.3,0,0,0,0,0,0,0,0,1.0,1.0,0.3,1.4,9,22,13,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.32,0.24,0.32
2472,Manor Solomon,il ISR,AT,Tottenham,eng Premier League,24,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0.00,0.90,0.90,0.00,0.90,0.19,0.38,0.56,0.19,0.56
2473,Daniele Sommariva,it ITA,GB,Genoa,it Serie A,26,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2474,Yann Sommer,ch SUI,GB,Inter,it Serie A,34,1988,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2475,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21,2002,5,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
2476,David Soria,es ESP,GB,Getafe,es La Liga,30,1993,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2477,Alberto Soro,es ESP,MT,Granada,es La Liga,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.51,0.00,0.51
2478,Alessandro Sorrentino,it ITA,GB,Monza,it Serie A,21,2002,7,5,548,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2479,Borna Sosa,hr CRO,"AT,DF",Stuttgart,de Bundesliga,25,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.00,0.00,0.00,0.00,0.00,0.06,0.57,0.63,0.06,0.63
2480,Hugo Sotelo,es ESP,MT,Celta Vigo,es La Liga,19,2003,17,8,721,8.0,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,16,55,13,0.00,0.12,0.12,0.00,0.12,0.04,0.19,0.24,0.04,0.24
2481,Florian Sotoca,fr FRA,"MT,AT",Lens,fr Ligue 1,32,1990,32,29,2598,28.9,7,6,13,3,4,4,4,1,9.1,5.9,6.5,12.4,56,156,253,0.24,0.21,0.45,0.10,0.31,0.32,0.22,0.54,0.21,0.43
2482,Riccardo Sottil,it ITA,AT,Fiorentina,it Serie A,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,0.16,0.24,0.41,0.16,0.41,0.21,0.20,0.41,0.21,0.41
2483,Tomáš Souček,cz CZE,MT,West Ham,eng Premier League,28,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26
2484,Matìas Soulé,ar ARG,"AT,MT",Frosinone,it Serie A,20,2003,36,36,3121,34.7,11,3,14,6,5,6,4,0,10.5,5.7,6.6,12.3,115,198,211,0.32,0.09,0.40,0.17,0.26,0.30,0.19,0.49,0.17,0.36
2485,Boubakary Soumaré,fr FRA,MT,Sevilla,es La Liga,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.0,0.0,0.9,1.0,29,102,22,0.00,0.04,0.04,0.00,0.04,0.00,0.04,0.04,0.00,0.04
2486,Issa Soumaré,sn SEN,"AT,MT",Le Havre,fr Ligue 1,22,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,4,4,18,0.00,0.00,0.00,0.00,0.00,0.14,0.24,0.39,0.14,0.39
2487,Vinicius Souza,br BRA,MT,Sheffield Utd,eng Premier League,24,1999,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.9,8,66,21,0.03,0.00,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03
2488,Djibril Sow,ch SUI,MT,Sevilla,es La Liga,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,25,73,45,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14
2489,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,1,24,0,0.00,0.13,0.13,0.00,0.13,0.04,0.06,0.10,0.04,0.10
2490,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2491,Djed Spence,eng ENG,DF,Genoa,it Serie A,22,2000,16,8,859,9.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,17,25,31,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04
2492,Stijn Spierings,nl NED,MT,Toulouse,fr Ligue 1,27,1996,22,16,1516,16.8,0,1,1,0,0,0,5,0,0.4,0.4,0.6,1.0,16,157,22,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.06,0.02,0.06
2493,Stijn Spierings,nl NED,MT,Lens,fr Ligue 1,27,1996,4,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2494,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30,1993,24,15,1312,14.6,1,2,3,1,0,0,0,0,0.2,0.2,3.0,3.2,108,52,74,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22
2495,Marco Sportiello,it ITA,GB,Milan,it Serie A,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2496,Anton Stach,de GER,MT,Hoffenheim,de Bundesliga,24,1998,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49,143,46,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.20,0.07,0.20
2497,Anton Stach,de GER,MT,Mainz 05,de Bundesliga,24,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
2498,Jens Stage,dk DEN,MT,Werder Bremen,de Bundesliga,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24,85,60,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24
2499,Benjamin Stambouli,fr FRA,MT,Reims,fr Ligue 1,32,1990,7,3,286,3.2,0,1,1,0,0,0,4,0,0.1,0.1,0.1,0.2,2,8,2,0.00,0.31,0.31,0.00,0.31,0.02,0.03,0.05,0.02,0.05
2500,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23,2000,20,13,1261,14.0,3,1,4,3,0,0,3,0,0.8,0.8,1.7,2.4,49,92,63,0.21,0.07,0.29,0.21,0.29,0.05,0.12,0.17,0.05,0.17
2501,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,5,38,1,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06
2502,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5,37,1,0.17,0.00,0.17,0.17,0.17,0.02,0.00,0.02,0.02,0.02
2503,Jason Steele,eng ENG,GB,Brighton,eng Premier League,32,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2504,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34,85,46,0.00,0.42,0.42,0.00,0.42,0.03,0.27,0.29,0.03,0.29
2505,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6,17,22,0.15,0.00,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11
2506,Raheem Sterling,eng ENG,"AT,MT",Chelsea,eng Premier League,28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.20,0.50,0.29,0.50
2507,Trivante Stewart,jm JAM,"AT,MT",Salernitana,it Serie A,23,2000,4,0,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,0,6,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.12,0.06,0.12
2508,Angelo Stiller,de GER,MT,Hoffenheim,de Bundesliga,22,2001,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
2509,Angelo Stiller,de GER,MT,Stuttgart,de Bundesliga,22,2001,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37,220,71,0.03,0.17,0.20,0.03,0.20,0.05,0.17,0.22,0.05,0.22
2510,Kevin Stöger,at AUT,MT,Bochum,de Bundesliga,29,1993,32,32,2668,29.6,7,10,17,3,4,4,8,0,6.2,3.1,9.9,12.9,81,283,139,0.24,0.34,0.57,0.10,0.44,0.21,0.33,0.54,0.10,0.44
2511,Filip Stojilković,ch SUI,"AT,MT",Darmstadt 98,de Bundesliga,23,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,3,10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
2512,John Stones,eng ENG,"DF,MT",Manchester City,eng Premier League,29,1994,16,12,1064,11.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,16,57,24,0.08,0.00,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11
2513,Thomas Strakosha,al ALB,GB,Brentford,eng Premier League,28,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2514,Jørgen Strand Larsen,no NOR,AT,Celta Vigo,es La Liga,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,14.5,14.5,2.5,17.0,33,25,183,0.41,0.09,0.50,0.41,0.50,0.46,0.08,0.54,0.46,0.54
2515,Gabriel Strefezza,br BRA,AT,Lecce,it Serie A,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,34,54,81,0.08,0.00,0.08,0.00,0.00,0.20,0.09,0.29,0.14,0.23
2516,Kevin Strootman,nl NED,MT,Genoa,it Serie A,33,1990,27,15,1207,13.4,0,2,2,0,0,0,4,0,0.1,0.1,1.3,1.4,13,61,22,0.00,0.15,0.15,0.00,0.15,0.01,0.10,0.10,0.01,0.10
2517,Cristhian Stuani,uy URU,AT,Girona,es La Liga,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,9.6,9.6,1.9,11.5,3,5,24,1.01,0.34,1.34,1.01,1.34,1.08,0.21,1.29,1.08,1.29
2518,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,12,109,15,0.07,0.00,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05
2519,Damián Suárez,uy URU,DF,Getafe,es La Liga,35,1988,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.3,0.3,0.8,1.2,20,58,47,0.00,0.14,0.14,0.00,0.14,0.02,0.06,0.08,0.02,0.08
2520,Denis Suárez,es ESP,"MT,AT",Villarreal,es La Liga,29,1994,4,1,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,13,7,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.24,0.06,0.24
2521,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25,1997,31,27,2357,26.2,0,4,4,0,0,0,5,0,0.7,0.7,3.0,3.7,44,114,166,0.00,0.15,0.15,0.00,0.15,0.03,0.12,0.14,0.03,0.14
2522,Isaac Success,ng NGA,"AT,MT",Udinese,it Serie A,27,1996,27,9,880,9.8,1,1,2,1,0,1,4,0,2.7,1.9,1.1,3.0,15,17,51,0.10,0.10,0.20,0.10,0.20,0.28,0.11,0.39,0.20,0.31
2523,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27,1995,23,14,1514,16.8,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,19,83,9,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
2524,Ibrahim Sulemana,gh GHA,MT,Cagliari,it Serie A,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,15,27,14,0.13,0.00,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
2525,Tomáš Suslov,sk SVK,"MT,AT",Hellas Verona,it Serie A,21,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.30,0.15,0.15,0.31,0.11,0.26
2526,Suso,es ESP,"MT,AT",Sevilla,es La Liga,29,1993,29,15,1517,16.9,1,4,5,1,0,0,5,1,1.4,1.4,3.9,5.3,41,110,109,0.06,0.24,0.30,0.06,0.30,0.08,0.23,0.32,0.08,0.32
2527,Mattias Svanberg,se SWE,MT,Wolfsburg,de Bundesliga,24,1999,25,20,1715,19.1,1,3,4,1,0,0,8,0,3.0,3.0,2.3,5.3,28,84,52,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28
2528,Max Svensson,es ESP,AT,Osasuna,es La Liga,,,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2529,Mile Svilar,rs SRB,GB,Roma,it Serie A,23,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2530,Williot Swedberg,se SWE,"AT,MT",Celta Vigo,es La Liga,19,2004,15,4,439,4.9,5,0,5,5,0,0,1,0,2.3,2.3,0.2,2.5,7,6,26,1.03,0.00,1.03,1.03,1.03,0.47,0.04,0.51,0.47,0.51
2531,Karol Świderski,pl POL,"AT,MT",Hellas Verona,it Serie A,26,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.00,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39
2532,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,20,2002,22,19,1792,19.9,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.0,8,72,2,0.10,0.00,0.10,0.10,0.10,0.08,0.02,0.10,0.08,0.10
2533,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,20,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
2534,Issiaga Sylla,gn GUI,"DF,AT",Montpellier,fr Ligue 1,29,1994,19,17,1455,16.2,1,2,3,1,0,0,3,0,1.4,1.4,1.7,3.1,29,43,51,0.06,0.12,0.19,0.06,0.19,0.09,0.11,0.19,0.09,0.19
2535,Mamadou Sylla,sn SEN,"AT,MT",Alavés,es La Liga,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2536,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,25,1998,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16
2537,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,25,1998,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
2538,Wojciech Szczęsny,pl POL,GB,Juventus,it Serie A,33,1990,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2539,Dominik Szoboszlai,hu HUN,MT,Liverpool,eng Premier League,22,2000,33,25,2104,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.40,0.16,0.40
2540,Przemysław Szymiński,pl POL,MT,Frosinone,it Serie A,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2541,Alexander Sørloth,no NOR,AT,Villarreal,es La Liga,27,1995,34,30,2489,27.7,23,6,29,23,0,0,3,0,12.3,12.3,4.4,16.7,48,40,159,0.83,0.22,1.05,0.83,1.05,0.44,0.16,0.60,0.44,0.60
2542,Musa Al-Taamari,jo JOR,AT,Montpellier,fr Ligue 1,26,1997,27,24,1928,21.4,5,2,7,5,0,0,0,0,3.6,3.6,3.5,7.1,81,54,168,0.23,0.09,0.33,0.23,0.33,0.17,0.16,0.33,0.17,0.33
2543,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30,1992,25,25,2123,23.6,3,1,4,3,0,0,7,1,2.6,2.6,1.0,3.5,32,105,119,0.13,0.04,0.17,0.13,0.17,0.11,0.04,0.15,0.11,0.15
2544,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27,1996,31,30,2631,29.2,4,1,5,4,0,0,6,0,2.1,2.1,0.3,2.3,17,133,4,0.14,0.03,0.17,0.14,0.17,0.07,0.01,0.08,0.07,0.08
2545,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25,1998,25,25,2204,24.5,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,15,88,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
2546,Yassin Tallal,es ESP,AT,Getafe,es La Liga,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2547,Adrien Tameze,cm CMR,"DF,MT",Torino,it Serie A,29,1994,29,25,2146,23.8,0,2,2,0,0,0,6,1,0.7,0.7,2.2,2.9,22,90,39,0.00,0.08,0.08,0.00,0.08,0.03,0.09,0.12,0.03,0.12
2548,Renato Tapia,pe PER,"MT,DF",Celta Vigo,es La Liga,28,1995,21,15,1337,14.9,0,0,0,0,0,0,5,1,1.0,1.0,0.6,1.6,9,61,14,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
2549,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24,1999,28,23,2087,23.2,0,1,1,0,0,0,4,0,1.0,1.0,1.0,2.0,49,164,12,0.00,0.04,0.04,0.00,0.04,0.04,0.04,0.08,0.04,0.08
2550,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
2551,Oussama Targhalline,ma MAR,MT,Le Havre,fr Ligue 1,21,2002,14,12,1025,11.4,0,0,0,0,0,0,4,1,0.2,0.2,0.4,0.6,27,70,15,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
2552,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30,1992,38,38,3419,38.0,1,1,2,1,0,0,11,0,2.6,2.6,2.5,5.1,15,130,20,0.03,0.03,0.05,0.03,0.05,0.07,0.06,0.13,0.07,0.13
2553,César Tárrega,es ESP,DF,Valencia,es La Liga,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2554,Jimi Tauriainen,eng ENG,AT,Chelsea,eng Premier League,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2555,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23,2000,8,5,457,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,14,24,12,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
2556,Marcus Tavernier,eng ENG,AT,Bournemouth,eng Premier League,24,1999,30,25,2118,23.5,3,4,7,3,0,0,3,0,3.9,3.9,5.2,9.1,79,84,171,0.13,0.17,0.30,0.13,0.30,0.17,0.22,0.39,0.17,0.39
2557,Elayis Tavsan,nl NED,"MT,AT",Hellas Verona,it Serie A,22,2001,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,1,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
2558,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,1993,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06
